,Unnamed: 0,nama,deskripsi,latitude,longitude,accuracy,kode_kat,iddesa,no,kode,jenis
3228,300,balai kesehatan paru,samping CABANG BRI CIANJUR,-6.824566666666668,107.137595,1.7999999523162842,30020006,3203200007,26,2,Poliklinik/balai pengobatan
3229,301,LAB. KLINIK CAHAYA,BERADA DI RT 003 RW 007,-7.21792443,108.19052311,3.2160000801086426,30020006,3206240004,26,2,Poliklinik/balai pengobatan
3230,302,Klinik PPK1,klinik kesehatan,-6.81443299,107.13122134,3.2160000801086426,30020006,3203200007,26,2,Poliklinik/balai pengobatan
3231,303,Kimia Farma,Laboratorium klinik,-7.34952493,108.115957,4.0,30020006,3206190012,26,2,Poliklinik/balai pengobatan
3232,304,KLINIK AT-TAQWA,KLINIK AT-TAQWA,-7.373900139146419,108.03067099303009,3.2160000801086426,30020006,3206110018,26,2,Poliklinik/balai pengobatan
3233,305,klinik puspa medika,Rt. 02 Rw. 03,-6.474609999999998,106.87367666666664,2.0,30020006,3201200014,26,2,Poliklinik/balai pengobatan
3234,1656,Poliklinik,20006,-6.89720282,107.64364338,3.0,30020006,3273220003,26,2,Poliklinik/balai pengobatan
3235,1657,Balai Pengobatan Mantri Ade,Infrastruktur,-7.58684402,108.20393179,3.2160000801086426,30020006,3206060003,26,2,Poliklinik/balai pengobatan
3236,1658,AMC,Al-Idrisiyyah Medical Center,-7.266315,108.18632666666666,2.0,30020006,3206230005,26,2,Poliklinik/balai pengobatan
3237,1659,KLINIK BAROKAH,klinik,-6.50212188,107.13028763,3.2160000801086426,30020006,3201160017,26,2,Poliklinik/balai pengobatan
3238,1660,Dewan Kemakmuran Mesjid,seberang mesjid Agung,-6.82042813,107.13968616,3.2160000801086426,30020006,3203200007,26,2,Poliklinik/balai pengobatan
3239,1661,mantri odi,samping sd cikunir 2,-7.3565476,108.15739904,4.550999641418457,30020006,3206190022,26,2,Poliklinik/balai pengobatan
3240,1662,Klinik Medisina,Klinik Medisina bersebelahan dengan rumah bapak  Wanda,-6.462731666666667,107.939335,1.2999999523162842,30020006,3212010009,26,2,Poliklinik/balai pengobatan
3241,1663,Klinik Mitra Medika,klinik,-7.457263707183301,108.52372488006952,4.0,30020006,3207120004,26,2,Poliklinik/balai pengobatan
3242,2981,drg Sulaeman,Dokter Gigi,-7.2166259,108.18744531,3.2160000801086426,30020006,3206240004,26,2,Poliklinik/balai pengobatan
3243,2982,KLINIK PUJA ANANDA,KLINIK,-6.520611666666667,107.44917833333332,1.600000023841858,30020006,3214100013,26,2,Poliklinik/balai pengobatan
3244,2983,RAISA CLINIC,KLINIK,-6.516298333333332,107.44716833333332,1.5,30020006,3214100013,26,2,Poliklinik/balai pengobatan
3245,2984,klinik ervix medika,jl. bhayangkara rt 1 rw 14,-6.91124995,106.92092251,3.2160000801086426,30020006,3272040003,26,2,Poliklinik/balai pengobatan
3246,2985,klinik Gema,jl. bhayangkara rt 1 rw 14,-6.91111788,106.92103534,3.2160000801086426,30020006,3272040003,26,2,Poliklinik/balai pengobatan
3247,2986,KLINIK AL-FADILLAH,KLINIK AL-FADILLAH DS CIHERAS,-7.73578513,107.96720516,3.2160000801086426,30020006,3206010001,26,2,Poliklinik/balai pengobatan
3248,2987,Klinik Pratama,Kp. Cimahi RT. 022,-7.430745900000001,108.11545558,3.0,30020006,3206120003,26,2,Poliklinik/balai pengobatan
3249,4304,Klinik Asyifaa',"Pinggir jalan, sebrang toko kasur",-6.89352856,107.80282458,3.2160000801086426,30020006,3211030014,26,2,Poliklinik/balai pengobatan
3250,4305,Klinik Pelita Jaya UGD,rumah praktek dr.  Zulkarnain Pjt,-6.20561324,107.50122859,3.0,30020006,3215082011,26,2,Poliklinik/balai pengobatan
3251,4306,KLINIK HARAPAN HIDUP,DEJET RUMAH BPK YOPI,-6.97963216,106.8427514,4.550999641418457,30020006,3202140004,26,2,Poliklinik/balai pengobatan
3252,4307,KLINIK GMC GLOBAL MEDICAL CENTER,DEKAT PERSIMPANGAN AWILEGA,-6.97943057,106.84179717,4.550999641418457,30020006,3202140004,26,2,Poliklinik/balai pengobatan
3253,4308,klinik syaibah,jln raya pangandaran rt025 rw 007,-7.547048333333334,108.69464166666668,2.0,30020006,3218090009,26,2,Poliklinik/balai pengobatan
3254,4309,Klinik,Pratama Yakdi Medikal,-6.23464906,106.98625583,4.550999641418457,30020006,3275050007,26,2,Poliklinik/balai pengobatan
3255,4310,Klinik Rita haris,RT. 02 RW. 21,-6.84657397,107.46683536,3.2160000801086426,30020006,3217090006,26,2,Poliklinik/balai pengobatan
3256,4311,klinik pratama,klinik pratama rt 01 trw 07,-7.087893979623914,108.28549660742284,4.0,30020006,3207291002,26,2,Poliklinik/balai pengobatan
3257,4312,klinik nazla medika,dokter praktek,-6.98322904,107.60344232,3.2160000801086426,30020006,3204140006,26,2,Poliklinik/balai pengobatan
3258,4313,PENGOBATAN,GURAH H ALI,-6.663641666666666,107.39784,1.100000023841858,30020006,3214040016,26,2,Poliklinik/balai pengobatan
3259,5599,Klinik Talitakum,Balai Pengobatan,-6.927237790077925,107.59545215405524,5.0,30020006,3273050004,26,2,Poliklinik/balai pengobatan
3260,5600,klinik kita,klinik pengobatan,-6.924953333333334,107.71045,1.5,30020006,3273111004,26,2,Poliklinik/balai pengobatan
3261,5601,balai pengobatan,klinik fortuna pak abri Rt 006 rw 02,-6.298927099999999,106.97781475,3.2160000801086426,30020006,3275041001,26,2,Poliklinik/balai pengobatan
3262,5602,MAGDA Skin Clinik,20006,-7.32201441,108.21553312,3.2160000801086426,30020006,3278080001,26,2,Poliklinik/balai pengobatan
3263,5603,Poliklinik Polres Sukabumi,Poliklinik Polres Sukabumi Kota,-6.91929821,106.91437772,3.2160000801086426,30020006,3272030004,26,2,Poliklinik/balai pengobatan
3264,5604,siloam clinik,clinik,-6.285646666666667,106.935605,5.300000190734863,30020006,3275010008,26,2,Poliklinik/balai pengobatan
3265,5605,gerai herbal,gerai herbal,-6.285626666666667,106.93556166666669,5.199999809265137,30020006,3275010008,26,2,Poliklinik/balai pengobatan
3266,5606,Mahkota Gigi,Klinik Gigi,-6.51585721,107.12611133,3.2160000801086426,30020006,3201160017,26,2,Poliklinik/balai pengobatan
3267,5607,Klinik Hiban Nur Medika,klinik,-7.457475936971606,108.5249802377075,4.0,30020006,3207120004,26,2,Poliklinik/balai pengobatan
