,Unnamed: 0,nama,deskripsi,latitude,longitude,accuracy,kode_kat,iddesa,no,kode,jenis
5802,306,klinik mitra sehat,rt001/rw004,-6.8387883333333335,107.130235,1.100000023841858,30020007,3203200002,27,2,Tempat praktek dokter
5803,307,apotek dadaha,RT 2 RW 02,-7.33412084,108.2206891,3.2160000801086426,30020007,3278050003,27,2,Tempat praktek dokter
5804,308,praktek umum Dr.Nurul Huda,praktek dokter,-6.56185053,107.75856703,3.2160000801086426,30020007,3213070005,27,2,Tempat praktek dokter
5805,309,TEMPAT PRAKTEK DOKTER,TEMPAT PRAKTEK,-7.191913523711264,108.18520445376636,7.0,30020007,3206240008,27,2,Tempat praktek dokter
5806,310,Rumah dr H K Roesman,Praktek dokter umum,-7.34960066,108.11613149,3.0,30020007,3206190012,27,2,Tempat praktek dokter
5807,311,dr yanti nurhayati,sebelah kiri rumah sawah sebelah kanan rumah ibu maesaroh,-7.34808589,108.09880312,3.0,30020007,3206190009,27,2,Tempat praktek dokter
5808,312,DOKTER GIGI. Ny Sodja S Zulkarnaen.,jln Raya barat ciputri Rw06,-7.350358333333332,108.10614,1.2000000476837158,30020007,3206190010,27,2,Tempat praktek dokter
5809,313,dokter asep,samping rumah titi,-7.36015132,108.16003953,4.550999641418457,30020007,3206190022,27,2,Tempat praktek dokter
5810,1664,dr H Wasisto,Pelayanan Kesehatan,-7.21979673,108.19030142,3.2160000801086426,30020007,3206240004,27,2,Tempat praktek dokter
5811,1665,Praktek Dokter,Praktek dr.SAM,-7.342476666666666,108.21150833333334,3.0,30020007,3278050001,27,2,Tempat praktek dokter
5812,1666,DOKTER YUDI,TEMPAT PRAKTEK DOKTER,-7.366056666666666,108.64049333333332,1.399999976158142,30020007,3279040005,27,2,Tempat praktek dokter
5813,1667,praktek dokter gigi,dokter sri kurniati MPH,-6.33576978,107.28067796,9.648000717163086,30020007,3215031005,27,2,Tempat praktek dokter
5814,1668,Rumah praktek dokter,lembaga kesehatan,-6.51305441,108.46763209,16.0,30020007,3212090007,27,2,Tempat praktek dokter
5815,1669,dokter iki,dokter iki samping warung,-7.179488162752082,107.91906761445586,4.0,30020007,3205230006,27,2,Tempat praktek dokter
5816,1670,PRAKTEK DOKTER KERJASAMA CILENGSAR,RT 03 RW 11,-6.87002321,107.83597962,3.2160000801086426,30020007,3211032006,27,2,Tempat praktek dokter
5817,1671,dokter herlawati,ponggir photo copy sebrang syifa toserba,-7.35014154,108.10525711,3.0,30020007,3206190009,27,2,Tempat praktek dokter
5818,1672,dr Nana febriana,praktek dokter,-7.40723388,108.2842063,3.2160000801086426,30020007,3206161005,27,2,Tempat praktek dokter
5819,1673,Praktek dokter H. Ade Taufiq A,Praktek dokter umum,-7.349727154876198,108.11836782842876,3.0,30020007,3206190012,27,2,Tempat praktek dokter
5820,1674,dr T. Yade Taba & dr Santi,Praktik dokter Taba & dr Santi bersebelahan dengan Rumah Aditia Revano,-6.462344999999999,107.939985,1.600000023841858,30020007,3212010009,27,2,Tempat praktek dokter
5821,2988,praktek dokter,dr.  tati,-7.003711666666668,107.14307666666669,1.7999999523162842,30020007,3203110007,27,2,Tempat praktek dokter
5822,2989,DOKTER GIGI HERI F.K.,BLOK I - 5 SAMPING RUMAH BPK. POPO ISKANDAR,-7.13714113,108.14672296,3.2160000801086426,30020007,3206260011,27,2,Tempat praktek dokter
5823,2990,Praktek Dokter Umum,praktek dr.  Aruma dan dr. wiwi,-6.9683850000000005,108.61138833333334,1.399999976158142,30020007,3208091001,27,2,Tempat praktek dokter
5824,2991,Masjid Al - Musyawaroh,mesjid dan Madrasah Al -Musyawaroh,-7.171101666666668,108.16949333333332,1.0,30020007,3206271001,27,2,Tempat praktek dokter
5825,2992,PRAKTEK DOKTER,DESA PAMANUKAN DUSUN PADEK RT 03 RW 09,-6.28568142,107.82061689,9.648000717163086,30020007,3213190007,27,2,Tempat praktek dokter
5826,2993,DOKTER TS RISWANDI,RT 02 RW 14,-6.91244798,106.92055106,3.2160000801086426,30020007,3272040003,27,2,Tempat praktek dokter
5827,4314,DOKTER GIGI SOFIATINA,TERLETAK DI RT 01,-7.0986633333333335,107.99004333333332,3.2000000476837163,30020007,3205260003,27,2,Tempat praktek dokter
5828,4315,madrasah diniyyah,RT 004 RW 012,-7.20180158,108.47108777,3.0,30020007,3207180005,27,2,Tempat praktek dokter
5829,4316,DOKTER LESTARI,"SAMPING SALON PUTRI, DIDEPAN APOTEK TERBIT MUTIARA",-6.70993271,108.45407833,3.2160000801086426,30020007,3209141012,27,2,Tempat praktek dokter
5830,4317,Praktek Dokter Udin Sayudin,Desa Cikawung,-6.637743333333333,108.03881333333332,1.100000023841858,30020007,3212041001,27,2,Tempat praktek dokter
5831,4318,Dr. Kristin,Dokter Umum,-6.82094933,108.27786444,3.2160000801086426,30020007,3210090012,27,2,Tempat praktek dokter
5832,4319,Dokter Lena,Praktek dokter lena samping toko buah,-6.829996019035951,107.24637211116972,4.0,30020007,3203170012,27,2,Tempat praktek dokter
5833,4320,klinik dokter ichwan,praktek dokter H ichwan DC,-6.312105000000002,106.987945,1.600000023841858,30020007,3275030004,27,2,Tempat praktek dokter
5834,4321,Praktek dr. N Dewi,berada di depan rumah bapak sugiatun dan bapak yanwar,-7.48988344,108.05227079,3.2160000801086426,30020007,3206090006,27,2,Tempat praktek dokter
5835,4322,DR SUTEJAN,Sebelah lahan kosong block C 01/10,-6.899606666666667,107.58710666666666,1.7000000476837158,30020007,3273190004,27,2,Tempat praktek dokter
5836,4323,tempat praktek Dr. leo,tempat prakter dokter,-6.5724550000000015,106.60570833333334,2.0,30020007,3201021003,27,2,Tempat praktek dokter
5837,4324,Praktek Dr. Nanan Sofiantini,berada di jalan raya timur sodonghilir berada di depan GOR sodonghilir,-7.48946654,108.05391904,3.2160000801086426,30020007,3206090006,27,2,Tempat praktek dokter
5838,4325,Klinik Nurita,Dokter umum dr. Hj. Ita Yuliati Ariono,-6.80877972,107.12683573,4.550999641418457,30020007,3203200010,27,2,Tempat praktek dokter
5839,4326,PRAKTEK DOKTER DIAN ANDRIANI S,DEPAN INDOMARET MUNJUL,-7.247135829308872,107.88272202014925,4.550999641418457,30020007,3205140015,27,2,Tempat praktek dokter
5840,4327,PRAKTEK DOKTER SPESIALIS GIGI _ DOKTER DICKY FITRIADY DWIBATA,jln sriwijaya no.12 rt 02/rw 01,-6.91828319337219,106.91802565008402,3.0,30020007,3272040002,27,2,Tempat praktek dokter
5841,4328,Rumah Praktek Dokter,Dr Eli Thoyibah,-6.824036666666666,108.52737333333334,1.7999999523162842,30020007,3209101014,27,2,Tempat praktek dokter
5842,4329,PRAKTIK DOKTER,PRAKTIK DOKTER UMUM dr SUSI ANDRIANI,-6.660338333333334,107.398265,1.8999999761581416,30020007,3214040016,27,2,Tempat praktek dokter
5843,4330,Praktek dr.Rina,Praktek dr.Rins,-7.37643103,108.53413577,3.0,30020007,3279010006,27,2,Tempat praktek dokter
5844,4331,drg Cecep Moch A R,sebelah toko penjahit satia tailor,-7.31884338,108.21489282,3.2160000801086426,30020007,3278080002,27,2,Tempat praktek dokter
5845,4332,dokter gigi candra,dokter gigi candra rt 3 rw 21,-6.85641185,107.52992134,4.550999641418457,30020007,3217100003,27,2,Tempat praktek dokter
5846,4333,Klinik Promedika,sebelah rumah alm bapak Ruhyat,-6.82799,107.143275,2.0,30020007,3203200003,27,2,Tempat praktek dokter
5847,4334,landmark,klinik amanah,-6.74183207,107.04379185,3.2160000801086426,30020007,3203221002,27,2,Tempat praktek dokter
5848,5611,praktek dokter zacky,depan apotek pajajaran,-7.31736989,108.21516208,4.550999641418457,30020007,3278080002,27,2,Tempat praktek dokter
5849,5612,praktek dokter dedi riswandi,pinggir apotek pajajaran,-7.31748094,108.21500993,4.550999641418457,30020007,3278080002,27,2,Tempat praktek dokter
5850,5613,Praktek Dr. Yuli Hendriyani,samping rumah pemilik toko grosir Adrian,-6.800588402800452,107.08598490804432,3.2160000801086426,30020007,3203210014,27,2,Tempat praktek dokter
5851,5614,dr Martasono,klinik,-7.2193836187943825,106.87990056350829,5.0,30020007,3202080007,27,2,Tempat praktek dokter
5852,5615,MASJID JAMI NURUL ULUM,Disamping Madrasah,-7.75620813,108.1401613,3.2160000801086426,30020007,3206020002,27,2,Tempat praktek dokter
5853,5616,praktek dr. Rika Zaharni,praktek dr umum,-6.85295273,107.46762572,3.2160000801086426,30020007,3217090005,27,2,Tempat praktek dokter
5854,5617,PRAKTEK DOKTER UMUM,RT 001 RW 001,-6.29216012,107.42222309,3.0,30020007,3215100004,27,2,Tempat praktek dokter
5855,5618,Apotek Sehat,dr Novalia,-7.219208437018096,106.88247472979128,5.0,30020007,3202080007,27,2,Tempat praktek dokter
